participant_id,phase,block,task,,diff_mean,diff_variance,mapping,natural_mapping
45rd,Pre-Test,1,reaching,0,9.246714285714287,28.841511116883115,direct,direct
45rd,Recap,1,reaching,0,8.596275,26.316966871153838,direct,direct
45rd,Training,1,reaching,0,9.52815,32.212037002564095,direct,direct
45rd,Training,2,reaching,0,11.09775,36.910692756410256,direct,direct
45rd,Training,3,reaching,0,11.132124999999998,40.81032324038459,direct,direct
45rd,Training,4,reaching,0,10.578999999999999,35.71728682051282,direct,direct
45rd,Training,5,reaching,0,8.500775,23.328696178846158,direct,direct
49rd,Post-Test,1,avoiding,0,-4.405821428571429,102.4972928038961,direct,direct
49rd,Post-Test,1,reaching,0,-0.9185535714285719,40.95737846980521,direct,direct
49rd,Pre-Test,1,avoiding,0,4.371428571428571,54.46514134025976,direct,direct
49rd,Pre-Test,1,reaching,0,9.64617857142857,30.924622876623374,direct,direct
49rd,Recap,1,reaching,0,-1.7958500000000002,36.71794823333333,direct,direct
49rd,Training,1,reaching,0,9.19245,43.554596407692294,direct,direct
49rd,Training,2,reaching,0,3.8257,31.408434010256407,direct,direct
49rd,Training,3,reaching,0,0.8711499999999994,16.334119105128206,direct,direct
49rd,Training,4,reaching,0,2.229774999999999,22.124738948076924,direct,direct
49rd,Training,5,reaching,0,0.34432499999999944,24.001869609615394,direct,direct
5rd,Post-Test,1,avoiding,0,1.8067321428571426,26.973728890584407,direct,reversed
5rd,Post-Test,1,reaching,0,1.0066249999999994,15.36081151136364,direct,reversed
5rd,Pre-Test,1,avoiding,0,3.4157499999999996,151.9365264454546,direct,reversed
5rd,Pre-Test,1,reaching,0,8.364839285714286,149.9669476646104,direct,reversed
5rd,Recap,1,reaching,0,2.6986749999999993,17.222853917307688,direct,reversed
5rd,Training,1,reaching,0,1.7167499999999993,33.312349217948714,direct,reversed
5rd,Training,2,reaching,0,0.9748499999999997,22.7477832076923,direct,reversed
5rd,Training,3,reaching,0,2.6565749999999997,22.443895891666664,direct,reversed
5rd,Training,4,reaching,0,2.3580749999999995,28.428348994230767,direct,reversed
5rd,Training,5,reaching,0,2.7031749999999994,21.72198973782051,direct,reversed
9rd,Post-Test,1,avoiding,0,2.272071428571428,17.731332831168835,direct,direct
9rd,Post-Test,1,reaching,0,-11.145821428571429,70.91118582207791,direct,direct
9rd,Pre-Test,1,avoiding,0,3.215678571428572,56.20065567662337,direct,direct
9rd,Pre-Test,1,reaching,0,0.826410714285714,16.58429519188311,direct,direct
9rd,Recap,1,reaching,0,0.1556999999999992,12.78749647179487,direct,direct
9rd,Training,1,reaching,0,0.3478999999999992,27.28955270769229,direct,direct
9rd,Training,2,reaching,0,0.4241249999999995,29.279062368589727,direct,direct
9rd,Training,3,reaching,0,0.3148499999999993,19.063704746153853,direct,direct
9rd,Training,4,reaching,0,1.2169749999999995,24.98146181987179,direct,direct
9rd,Training,5,reaching,0,0.07342499999999927,14.242642250641024,direct,direct
